@relation _Users_Siddhartha_Documents_Academics_5thSem_CS626_Project_nlpProject_LyricsSentiAnalysis_NoStemmingLyricsCorpus

@attribute text string
@attribute @@class@@ {Angry,Happy,Romantic,Sad}

@data
'love of mine some day you will die\nbut i will be close behind\ni will follow you into the dark\n\nno blinding light or tunnels to gates of white\njust our hands clasped so tight\nwaiting for the hint of a spark\n\nif heaven and hell decide\nthat they both are satisfied\nilluminate the no on their vacancy signs\n\nif there no one beside you\nwhen your soul embarks\nthen i will follow you into the dark\n\nin catholic school as vicious as roman rule\ni got my knuckles bruised by a lady in black\nand i held my tongue as she told me\nson fear is the heart of love\nso i never went back\n\nif heaven and hell decide\nthat they both are satisfied\nilluminate the no on their vacancy signs\n\nif there no one beside you\nwhen your soul embarks\nthen i will follow you into the dark\n\nyou and me have seen everything to see\nfrom bangkok to calgary\nand the soles of your shoes\nare all worn down\n\nthe time for sleep is now\nit nothing to cry about\ncause we will hold each other soon\nin the blackest of rooms\n\nif heaven and hell decide\nthat they both are satisfied\nilluminate the no on their vacancy signs\n\nif there no one beside you\nwhen your soul embarks\nthen i will follow you into the dark\nthen i will follow you into the dark',Romantic
'sitting here on this lonely dock\nwatch the rain play on the ocean top\nall the things i feel i need to say\ni can not explain in any other way\n\ni need to bold\nneed to jump in the cold water\nneed to grow older with a girl like you\nfinally see you are naturally\nthe one to make it so easy\nwhen you show me the truth\nyeah i would rather be with you\nsay you want the same thing too\n\nnow here the sun come to dry the rain\nwarm my shoulders and relieve my pain\nyou are the one thing that i am missing here\nwith you beside me i no longer fear\n\ni need to bold\nneed to jump in the cold water\nneed to grow older with a girl like you\nfinally see you are naturally\nthe one to make it so easy\nwhen you show me the truth\nyeah i would rather be with you\nsay you want the same thing too\n\ni could have saved so much time for us\nhad i seen the way to get to where i am today\nyou waited on me for so long\nso now listen to me say\n\ni need to bold\nneed to jump in the cold water\nneed to grow older with a girl like you\nfinally see you are naturally\nthe one to make it so easy\nwhen you show me the truth\nyeah i would rather be with you\nsay you want the same thing too\nsay you feel the way i do',Romantic
'drink up baby down\nare you in or are you out\nleave your things behind\ncause it is all going off without you\nexcuse me too busy you are writing your tragedy\nthese messups\nyou bubblewrap\nwhen you have no idea what you are like\n\nso let golet go\njump in\noh well what you waiting for\nit all right\ncause there beauty in the breakdown\nso let go let go\njust get in\noh it is so amazing here\nit all right\ncause there beauty in the breakdown\n\nit gains the more it gives\nand then it rises with the fall\nso hand me that remote\ncan not you see that all that stuff a slideshow\nsuch boundless pleasure\nwe have no time for later\nnow you can not wait\nyou roll your eyes\nwe have twenty seconds to comply\n\nso let go so let go\njump in\noh well what you waiting for\nit alright\ncause there beauty in the breakdown\nso let go yeah let go\njust get in \noh it is so amazing here\nit all right\ncause there beauty in the breakdown \n\nso let go so let go\njump in\noh well what you waiting for\nit alright\ncause there beauty in the breakdown\nso let go yeah let go\njust get in \noh it is so amazing here\nit all right\ncause there beauty in the breakdown',Romantic
'i know there something in the wake of your smile\ni get a notion from the look in your eyes yeah\nyou have built a love but that love falls apart\nyour little piece of heaven turns too dark\n\nlisten to your heart\nwhen he is calling for you\nlisten to your heart\nthere nothing else you can do\ni don not know where you are going\nand i don not know why\nbut listen to your heart\nbefore you tell him goodbye\n\nsometimes you wonder if this fight is worthwhile\nthe precious moments are all lost in the tide yea\nthey are swept away and nothing is what is seems\nthe feeling of belonging to your dreams\n\n\nand there are voices\nthat want to be heard\nso much to mention\nbut you can not find the words\nthe scent of magic\nthe beauty that been\nwhen love was wilder than the wind',Romantic
'now it seems to me\nthat you know just what to say\nwords are only words\ncan you show me something else\ncan you swear to me that you will always be this way\nshow me how you feel\nmore than ever baby\n\ni don not wanna be lonely no more\ni don not wanna have to pay for this\ni don not want to know the lover at my door\nis just another heartache on my list\n\ni don not wanna be angry no more\nyou know i could never stand for this\nso when you tell me that you love me know for sure\ni don not want to be lonely anymore\n\nnow its hard for me with my heart still on the mend\nopen up to me like you do your girlfriends\nand you sing to me and it is harmony \ngirl what you do to me is everything \nmake me say anything just to get you back again\nwhy can not we just try\n\n\nwhat if i was good to you what if you were good to me\nwhat if i could hold you till i feel you move inside of me\nwhat if it was paradise what if we were symphonies\nwhat if i gave all my life to find some way to stand beside you',Romantic
'i can see a lot of life in you\ni can see a lot of bright in you\nand i think the dress looks nice on you\ni can see a lot of life in you\n\ni can see a bed and make it too\ni can see a fireside turn blue\ni can see the lot of life in you\nyes i can see a lot of life in you\n\nwhen the world looks back\nwhen the face looks after that\ni can see a lot of life in you\nyes i can see a lot of life in you\n\ni can see a lot of life in you\ni can see your bed and make it too\nand i think the dress looks nice on you\nyes i can see a lot of life in you\n\ni can see a lot of life in you\nyes i can see a lot of life in you',Romantic
'here she comes ooh just like an angel\nseems like forever that she is been on my mind\nbut nothing has changed\nshe thinks i am a waste of her time\n\nthere she goes\nshe don not know what she is missing\ncan not she see i will never give up the fight\ni will do all i can till she understands my desire\n\ni have been on the outside looking in\nlet me into your heart oh\nthere nothing on earth\nthat should keep us apart\nbaby\n\ni can not live without your love and affection\ni can not face another night on my own\ni would give up my pride to save me from being alone\ncause i can not live without your love\n\nso i wait here for an answer\nand wonder if tomorrow will be like yesterday\ni will keep holding on\nbut i can not go on living this way\nbaby\n\ni have been on the outside looking in\nbring these tears to an end oh\ni realize there no use for me to pretend\noh yeah\n\n\nfor your love\ni would put my arms around you\nfor your love\ni would find the strength to tell you\nfor your love\ni can not live without your love',Romantic
'head under water\nand they tell me to breathe easy for a while\nthe breathing gets harder even i know that\nmade room for me but it is too soon to see\nif i am happy in your hands\ni am unusually hard to hold on to\n\nblank stares at blank pages\nno easy way to say this\nyou mean well but you make this hard on me\n\ni am not gonna write you a love song\ncause you asked for it\ncause you need one you see\ni am not gonna write you a love song\ncause you tell me it is make or break in this\nif you are on your way\ni am not gonna write you to stay\nif all you have is leaving ima need a better reason to write you a love song today today\n\ni learned the hard way\nthat they all say things you want to hear\nand my heavy heart sinks deep down under you and your twisted words\nyour help just hurts\nyou are not what i thought you were\nhello to high and dry\n\nconvinced me to please you\nmade me think that i need this too\ni am trying to let you hear me as i am\n\ni am not gonna write you a love song\ncause you asked for it\ncause you need one you see\ni am not gonna write you a love song\ncause you tell me it is make or break in this\nif you are on your way\ni am not gonna write you to stay\nif all you have is leaving ima need a better reason to write you a love song today\n\npromise me that you will leave the light on\nto help me see with daylight my guide gone\ncause i believe there a way you can love me\nbecause i say\n\ni won not write you a love song\ncause you asked for it\ncause you need one you see\ni am not gonna write you a love song\ncause you tell me it is make or break in this\n\nis that why you wanted a love song\ncause you asked for it\ncause you need one you see\ni am not gonna write you a love song\ncause you tell me it is make or break in this\nif you are on your way\ni am not gonna write you to stay\nif your heart is nowhere in it\ni don not want it for a minute\nbabe i will walk the seven seas when i believe that there a reason to write you a love song today today',Romantic
'i have been loving you too long to stop now\nthere were time and you want to be free \nmy love is growing stronger \nas you become a haven to me \noh i have been loving you a little too long \ni dont wanna stop now oh with you my life \nhas been so wonderful i can not stop now \nthere were times and your love is growing cold \nmy love is growing stronger \nas our affair affair] grows old \ni have been loving you a little too long long \ni don not want to stop now oh oh oh \ni have been loving you a little bit too long \ni don not wanna stop now no no no \n\ndon not make me stop now no baby \ni am down on my knees please \ndon not make me stop now \ni love you i love you \ni love you with all of my heart \nand i can not stop now don not make me stop now \nplease please don not make me stop now \ngood god of mine]i love you \ni love you i love you i love you \ni love you i love you \ni love you in so many different ways \ni love you in so many different ways',Romantic
'just a castaway\nan island lost at sea\nanother lonely day\nwith no one here but me\nmore loneliness\nthan any man could bear\nrescue me before i fall into despair\n\ni will send an sos to the world\ni will send an sos to the world\ni hope that someone gets my\nmessage in a bottle\n\na year has passed since i wrote my note\nbut i should have known this right from the start\nonly hope can keep me together\nlove can mend your life\nbut love can break your heart\n\ni will send an sos to the world\ni will send an sos to the world\ni hope that someone gets my\nmessage in a bottle\n\nwalked out this morning\ndon not believe what i saw\na hundred billion bottles\nwashed up on the shore\nseems i am not alone at being alone\na hundred billion casatways\nlooking for a home\n\ni will send an sos to the world\ni will send an sos to the world\ni hope that someone gets my\nmessage in a bottle\nsending out an sos',Romantic
'oh it is been such a long long time\nlooks like i get you off my mind\noh but i cant\njust the thought of you\nturns my whole world a misty blue\n\njust the mention of your name\nturns the flicker to a flame\ni think of things we used to do\nthen my whole world\nturns misty blue\n\ni should forget you\nheaven knows i tried but when i say\ni am glad we are through\nmy heart knows i have lied\n\noh it is been such a long long time\nlooks like i get you off my mind\noh but i cant\njust the thought of you\nturns my whole world\na misty blue',Romantic
'well it is a marvelous night for a moondance\nwith the stars up above in your eyes\na fantabulous night to make romance\nneath the cover of october skies\nand all the leaves on the trees are falling\nto the sound of the breezes that blow\nand i am trying to please to the calling\nof your heartstrings that play soft and low\nyou know the night magic\nseems to whisper and hush\nand all the soft moonlight\nseems to shine in your blush\n\ncan i just have one a more moondance with you my love\ncan i just make some more romance with a you my love\n\nwell i wanna make love to you tonight\ni can not wait till the morning has come\nand i know now the time is just right\nand straight into my arms you will run\nand when you come my heart will be waiting\nto make sure that you are never alone\nthere and then all my dreams will come true dear\nthere and then i will make you my own\nand every time i touch you you just tremble inside\nand i know how much you want me that you can not hide\n\ncan i just have one more moondance with you my love\ncan i just make some more romance with you my love\n\nwell it is a marvelous night for a moondance\nwith the stars up above in your eyes\na fantabulous night to make romance\nneath the cover of october skies\nand all the leaves on the trees are falling\nto the sound of the breezes that blow\nand i am trying to please to the calling\nof your heartstrings that play soft and low\nyou know the night magic\nseems to whisper and hush\nand all the soft moonlight\nseems to shine in your blush\n\none more moondance with you\nin the moonlight\non a magic night\nla la la la there a moonlight\non a magic night\ncan not i just have one more dance\nwith you my love',Romantic
'ain not no doubt about it\ni can not wait to get home to you\ni gotta get home yeah uh uh come on\nconnected with my baby\njust jammin online with you\nonline online online\n\nhere in my room we are as one\ntogether you and me together you and me\nhours connect\nas we switch on switch on\n\nshe my best kept secret\nmy internet girl my internet girl\nshe my one and only\nand i is not tellin the world my internet girl\n\nshe my best kept secret\nhooked up all night with that girl\nmy internet girl\nshe my one and only my internet girl\nmy internet girl\nmy internet girl my internet girl\n\nshufflin through my windows\ngotta find my way back to you\ni gotta find away gotta find a way\ni gotta find a way gotta find a way\n\nyou left me mail in the inbox\nthinkin about what we should do\ni will type again girlfriend so tell me tell me what you wanna do\n\nyou left me the password to your heart\nyeah that it i got it\nno lookin back we clicked from the start\ni wanna let you know\nshe mine',Romantic
'i am so tired of being here\nsuppressed by all my childish fears\nand if you have to leave\ni wish that you would just leave\ncause your presence still lingers here\nand it won not leave me alone\n\nthese wounds won not seem to heal\nthis pain is just too real\nthere just too much that time cannot erase\n\nwhen you cried i would wipe away all of your tears\nwhen you would scream i would fight away all of your fears\ni held your hand through all of these years\nbut you still have\nall of me\n\nyou used to captivate me\nby your resonating light\nnow i am bound by the life you left behind\nyour face it haunts\nmy once pleasant dreams\nyour voice it chased away\nall the sanity in me\n\nthese wounds won not seem to heal\nthis pain is just too real\nthere just too much that time cannot erase\n\n\ni have tried so hard to tell myself that you are gone\nbut though you are still with me\ni have been alone all along',Romantic
'look at how they stop and stare\nas if they have never seen a heart in love\nand though i see them i don not care\ncause i am too busy thinking bout our love\n\nthinking about that each and every morning\ni wake up to that love glow in your eyes\nand though it seems i am hooked on this fixation\ni will not stop my day dreaming \nuntil my nights are true with you\n\noh baby my love is on fire\noh baby my heart is on the wild\noh baby i am burning with desire\ni want to feel your love\ni need to feel your love mixed with mine\n\nlisten at me call your name\nas if you are witness to my every word\nand though it seems sometimes insane\nsomething within me tells me they will be heard\nso i wait so patiently the moment\nwhen my love fantasies will come to life\nand all i need from you is confirmation\nthen i will be living truth those moments \nthat i long to be with you\n\noh baby my love is on fire\noh baby my heart is on the wild\noh baby i am burning with desire\ni want to feel your love\ni need to feel your love mixed with mine\n\nand all i need from you is confirmation\nthen i will be living truth those moments \nthat i long to be with you\n\noh baby my love is on fire\noh baby my heart is on the wild\noh baby i am burning with desire\ni want to feel your love\ni need to feel your love mixed with mine\n\noh fire\noh fire oh fire\ni want to feel your love\nfeel your love mixed with mine\n\ncan not ya feel the fire burning\ncan not ya feel the pulsation of my heart\ncan not ya feel the fire burning\nyeah yeah mixed with mine',Romantic
'clap your hands yaâ€™ll itâ€™s alright\nif tomorrow is judgement day sing mommy\nand iâ€™m standing on the front line\nand the lord asks me what i did with my life\ni will say i spent it with you itâ€™s alright\nif i wake up in world war three world war world war three\ni see destruction and poverty oh my my my\nand i feel like i wanna go home\nitâ€™s okay if youâ€™re coming with me itâ€™s alright \n\nyour love is my love and my love is your love\nit would take an eternity to break us\nthe chains of amistad couldnâ€™t hold us\nyour love is my love and my love is your love\nit would take an eternity to break us\nthe chains of amistad couldn not hold us\n\nif i lose my fame and fortune\nit really donâ€™t matter\nand my home is on the streets \non the streets oh lord\nand iâ€™m sleeping in grand central station okay\nitâ€™s okay if youâ€™re sleeping with me\nas the years they pass us by \nthe years the years the years\nwe stay young through each otherâ€™s eyes \neach otherâ€™s eyes\nand no matter how old we get oh\nitâ€™s okay as long as i got you baby\n\nyour love is my love and my love is your love\nit would take an eternity to break us\nthe chains of amistad couldn not hold us\nyour love is my love and my love is your love\nit would take an eternity to break us\nthe chains of amistad couldn not hold us\n\nif i should die this very day\ndonâ€™t cry cause on earth \nwe wasnâ€™t meant to stay\nand no matter what the people say\niâ€™ll be waiting for you \nafter the judgement day\n\nyour love is my love and my love is your love\nit would take an eternity to break us\nthe chains of amistad couldn not hold us',Romantic
'origin of love\nwhen the earth was still flat and the clouds made of fire\nand the mountains stretched up to the sky sometimes higher\nfolks roamed the earth like big rolling kegs \nthey had two sets of arms\nthey had two sets of legs\nthey had two faces peering out of one giant head\nso they could watch all around them as they talked while they read\nand they never knew nothing of love\nit was before the origin of love\norigin of love\nthe origin of love\norigin of love\nwell there were three sexes then\none that looked like two men glued on back to back\nthey were the children of the sun\nand similar in shape girth were the children of the earth\nthey looked like two girls rolled up in one\nand the children of the moon was like a fork shoved on a spoon\nthey were part sun part earth part daughter part son\noh the origin of love\nwell the gods grew quite scared of our strength and defiance\nand thor said i am gonna kill them all with my hammer\nlike i killed the giants\nbut zeus said no\nyou would better let me use my lightning like scissors\nlike i cut the legs off the whales\ndinosaurs into lizards\nthen he grabbed up some bolts he let out a laugh\nsaid i will split them right down the middle\ngonna cut them right up in half\nand then storm clouds gathered above into great balls of fire\nand then fire shot down from the sky in bolts\nlike shining blades of a knife\nand it ripped right through the flesh \nof the children of the sun and the moon and the earth\nand some indian god sewed the wound up to a hole\nturned it round to our bellies to remind us the price we payed\nand osiris and the gods of the nile gathered up a big storm\nto blow a hurricane\nto scatter us away\na flood of wind and rain a sea of tidal waves\nto wash us all away\nand if we don not behave they will cut us down again\nand we will be hopping round on one foot \nlooking through one eye\nthe last time i saw you we had just split in two\nhe was looking at me i was looking at you\nyou had a way so familiar i could not recognize \ncause you had blood on your face \nand i had blood in my eyes\nbut i swear by your expression \nthat the pain down in your soul was the same\nas the one down in mine\nthat the pain\nthat cuts a straight line down through the heart\nwe call it love\nwe wrapped our arms around each other \ntried to shove ourselves back together\nwe were making love making love\nit was a cold dark evening such a long time ago\nwhen by the mighty hand of jove\nit was a sad story how we became lonely twolegged creatures\nthe story the origin of love\nthat the origin of love\noh yeah the origin of love\nthe origin of love\nthe origin of love',Romantic
'as i walk through \nthis wicked world \nsearchin for light in the darkness of insanity \ni ask myself \nis all hope lost \nis there only pain and hatred and misery \n\nand each time i feel like this inside \nthere one thing i wanna know \nwhat so funny bout peace love & understanding ohhhh \nwhat so funny bout peace love & understanding \n\nand as i walked on \nthrough troubled times \nmy spirit gets so downhearted sometimes \nso where are the strong \nand who are the trusted \nand where is the harmony \nsweet harmony \n\ncause each time i feel it slippin away just makes me wanna\ncry \nwhat so funny bout peace love & understanding ohhhh \nwhat so funny bout peace love & understanding \n\n\nso where are the strong \nand who are the trusted \nand where is the harmony \nsweet harmony \n\ncause each time i feel it slippin away just makes me wanna\ncry \nwhat so funny bout peace love & understanding ohhhh \nwhat so funny bout peace love & understanding ohhhh \nwhat so funny bout peace love & understanding',Romantic
'look at this photograph\neverytime i do it makes me laugh\nhow did our eyes get so red\nand what the hell is on joey head\n\nand this is where i grew up\ni think the present owner fixed it up\ni never knew we would ever went without\nthe second floor is hard for sneaking out\n\nand this is where i went to school\nmost of the time had better things to do\ncriminal record says i broke in twice\ni must have done it half a dozen times\n\ni wonder if it is too late\nshould i go back and try to graduate\nlife better now then it was back then\nif i was them i wouldn not let me in\n\noh oh oh\noh god i\n\nevery memory of looking out the back door\ni had the photo album spread out on my bedroom floor\nit hard to say it time to say it\ngoodbye goodbye\n\nevery memory of walking out the front door\ni found the photo of the friend that i was looking for\nit hard to say it time to say it\ngoodbye goodbye\n\nremember the old arcade\nblew every dollar that we ever made\nthe cops hated us hangin out\nthey say somebody went and burned it down\n\nwe used to listen to the radio\nand sing along with every song we know\nwe said someday we would find out how if feels\nto sing to more than just the steering wheel\n\nkim the first girl i kissed\ni was so nervous that i nearly missed\nshe had a couple of kids since then\ni haven not seen her since god knows when\n\noh oh oh\noh god i\n\nevery memory of looking out the back door\ni had the photo album spread out on my bedroom floor\nit hard to say it time to say it\ngoodbye goodbye\n\nevery memory of walking out the front door\ni found the photo of the friend that i was looking for\nit hard to say it time to say it\ngoodbye goodbye\n\ni miss that town\ni miss the faces\nyou can not erase\nyou can not replace it\ni miss it now\ni can not believe it\n\nso hard to stay\ntoo hard to leave it\n\nif i could i relive those days\ni know the one thing that would never change\n\nevery memory of looking out the back door\ni had the photo album spread out on my bedroom floor\nit hard to say it time to say it\ngoodbye goodbye\n\nevery memory of walking out the front door\ni found the photo of the friend that i was looking for\nit hard to say it time to say it\ngoodbye goodbye\n\nlook at this photograph\neverytime i do it makes me laugh\neverytime i do it makes me',Romantic
'didn not they say that i would make a mistake \ndidn not they say you were gonna be trouble \npeople told me you were too much to take \ni couldn not see it i didn not want to know \n\ni let you in and you let me down \nyou messed me up and you turned my life around \nleft me feeling i had nowhere to go \ni was alone how was i to know that \n\nyou would be there when i needed somebody \nyou would be there the only one could help \n\ni had a picture of you in my mind \nnever knew it could be so wrong \nwhy would it take me so long just to find \nthe friend that was there all along \n\nwho would believe that after all we have been through \ni would be able to put my trust in you \ngoes to show you can forgive and forget \nlooking back i have no regrets cause \n\nyou would be there when i needed somebody \nyou would be there the only one could help me \n\ni had a picture of you in my mind \nnever knew it could be so wrong \nwhy would it take me so long just to find \nthe friend that was there all along \n\nyou would be there when i needed somebody \nyou would be there the only one could help me \n\ni had a picture of you in my mind \nnever knew it could be so wrong \nwhy would it take me so long just to find \nthe friend that was there all along \n\nhad a picture of you in my mind \nnever knew it could be so wrong \nwhy would it take me so long just to find \nthe friend that was there all along \n\nhad a picture of you in my mind all along \nnever knew it could be so wrong all along \nwhy would it take me so long just to find \nthe friend that was there all along',Romantic
'on a monday i am waiting\ntuesday i am fading\nand by wednesday i can not sleep\nthen the phone rings i hear you\nand the darkness is a clear view\ncuz you have come to rescue me\n\nfall with you i fall so fast\ni can hardly catch my breath i hope it lasts\n\nohhhhh\nit seems like i can finally rest my head on something real\ni like the way that feels\nohhhhh\nit as if you know me better than i ever knew myself\ni love how you can tell\nall the pieces pieces pieces of me\nall the pieces pieces pieces of me\n\ni am moody messy\ni get restless and it is senseless\nhow you never seem to care\n\nwhen i am angry you listen\nmake me happy it is a mission\n\nand you won not stop til i am there\nfall sometimes i fall so fast\nwhen i hit that bottom\ncrash you are all i have\n\nohhhhh\nit seems like i can finally rest my head on something real\ni like the way that feels\nohhhhh\nit as if you known me better than i ever knew myself\ni love how you can tell\nall the pieces pieces pieces of me\n\nhow do you know everything i am about to say\nam i that obvious\nand if it is written on my face\ni hope it never goes away yeah\n\non a monday i am waiting\nand by tuesday i am fading into your arms\nso i can breathe\n\nohhhhh\nit seems like i can finally rest my head on something real\ni like the way that feels\nohhhhh\nit as if you have know me better than i ever knew myself\ni love how you can tell\nohhhhh\ni love how you can tell\nohhhhh\ni love how you can tell\nall the pieces pieces pieces of me\nall the pieces pieces pieces of me',Romantic
'the times we had oh when the wind would blow\nwith rain and snow were not all bad\nwe put our feet just where they had had to go\nnever to go\n\nthe shattered soul following close but nearly twice as slow\nin my good times there were always golden rocks to throw\nat those who admit defeat too late\nthose were our times those were our times\n\nand i will love to see that day that day is mine\nwhen she will marry me outside with the willow trees\nand play the songs we made they made me so\nand i would love to see that day her day was mine',Romantic
'falling asleep at the wheel again baby \nyou are drifting over the line yeah \nyour hands are tight but you are losing grip quickly \nfix me can you read the signs \n\nthumbing your way to vegas dirty \nand dreaming of the other side \nsave your tears and laughter \nbecause it doesn not matter what you find \n\nit is not pretty \nafter the show \nit is not pretty when the pretty lady leaves you \nwith no place to go \nif you think you need it \nhere the place to feed it \nbut it is not pretty \n\nwith everything that you do is wrong \nand you fell like you can barely survive yeah \nwhen those around you are crumbling downwards \nburied in the sunset alive \n\nthumbing your way to vegas dirty \nand screaming like you are back from hell \nsave your dreams and occupations \ncause it doesn not matter what you sell \n\nit is not pretty \nafter the show \nit is not pretty when the pretty lady leaves you \nwith no place to go \nif you think you want it \nhere the place to get it \nbut it is not pretty \n\nthe party over and the road is long \nthe party over and we are moving on \nthe party over and the road is long \n\nso if you think you want it \nthen just come out and say it \nit aint pretty \n\nfalling asleep at the wheel again baby \nyou are drifting over the line \nyou are hands are tight but you are losing grip quickly \nfix me can you read the signs \n\nthumbing your way to vegas dirty \nand dreaming like you are outta control \nsave your tears and laughter \nbecause this is the ride \nand this is the show \n\nit is not pretty \nafter the show \nit is not pretty when the pretty lady leaves you \nwith no place to go \nso if you think you want it \njust come in and get it \nit is not pretty',Romantic
'red red wine \ngoes to my head \nmakes me forget that i \nstill need you so \n\nred red wine \nit up to you \nall i can do i`ve done \nmemories won`t go \nmemories won`t go \n\ni have sworn everytime \nthoughts of you would leave my head \ni was wrong now i find \njust one thing makes me forget \n\nred red wine \nstay close to me \n\ndon`t let me be alone it is tearin apart \nmy blue blue heart \n\ni have sworn everytime \nthoughts of you would leave my head \ni was wrong now i find \njust one thing makes me forget \n\nred red wine \nstay close to me \n\ndon`t let me be alone it is tearin apart \nmy blue blue heart \n\n\nred red wine you make me feel so fine \nyou keep me rocking all of the time \n\nred red wine you make me feel so grand \ni feel a million dollars when your just in my hand \n\nred red wine you make me feel so sad \nany time i see you go it makes me feel bad \n\nred red wine you make me feel so fine \nmonkey pack him rizla pon the sweet dep line \n\nred red wine you give me whole heap of zing \nwhole heap of zing mek me do me own thing \n\nred red wine you know of love \nyour kind of loving like a blessing from above \n\nred red wine i love you right from the start \nright from the start with all of my heart \n\nred red wine in a 80`s style \nred red wine in a modern beat style yeah \n\n\ngive me little time help me clear up me mind \ngive me little time help me clear up me mind \n\ngive me red wine because it make me feel fine \nmake me feel fine all of the time \n\nred red wine you make me feel so fine \nmonkey pack him rizla on the sweet dep line \n\nthe line broke the monkey get choke \nburn bad rizla pon him little rowing boat \n\nred red wine i`m gonna hold to you \nhold on to you cause i know you love true \n\nred red wine i`m gonna love you till i die \nlove you till i die and that`s no lie \n\nred red wine can`t get you out of mind \nwhere ever you maybe i`ll surely find \ni`ll surely find make no fuss jus` stick with us \n\n\nred red wine you really know of love \nyour kind of loving like a blessing from above \n\nred red wine i love you right from the start \nright from the start with all of my heart \n\nred red wine you give me whole heap of zing \nwhole heap of zing mek me do me own thing \n\nred red wine in a 80`s style \nred red wine in a modern beat style yeah',Romantic
'every girl thinks i am so lucky\njust to be with you\ni know that you agree with them\nbut here comes the other shoe\nyou don not know what you have got\nsince you took a gamble on me\nso stop messin round like you own this town\ncause you won the lottery\ndon not think i am playin around\ncause we are having too much fun to see\ni am not trying to bark but our future dark\nyou know what i mean\ni am so tired of making you cry\ni think we are all okay and then i wonder why\nyou get so mad when i am out on my own\nyou like it when i am there when you come home\ni just want you and everything that we got\ngirl you know i love you and i love you alot\nbut i need some peace in a world so cold\nyou gotta know when to rock and not to roll\n\nyou gotta know when to rock and rock the roll\nyou gotta know when to rock and rock the roll\nyou gotta know when to rock and rock the roll\nyou gotta know when to rock and rock the roll\nwhen to rock and not to roll\n\nyeah you are cute and sexy\nbut that won not take us very far\neverybody pushin me to date a big rock star\nbut that don not matter to me\ncause i am already a queen\nby the way i live and to who i give\nand that enough for me\nso stop messin round with my heart\ncause you know i love ya alot\nbut something gotta change\nthis can not stay the same\ni have given all iâ€™ve got\n\ngirl i would never tell you a lie\ni am not a super hero just a regular guy\ni think it is time that we have some fun\ncan not always be worrying bout what i haven not done\ni just want you and everything that we got\ngirl you know i love you and i love you alot\nbut i need some peace in a world so cold\nyou gotta know when to rock and not to roll\n\nbaby i am not saying it is not you i wanna hold\nsometimes when it comes to you i am so emotional\nbut if you want me to love you every night\nyou have gotta learn what it will take to make this\ngirl feel right',Romantic
'itâ€™s really strange how did you notice everything\nthe words i want to hear and my everything that i want to do oh ~\nas if you came into my mind secretly\nyou show up in front of me though i only think of you\n\ni pinch my cheek because iâ€™m not sure if itâ€™s a dream\nbut youâ€™re in front of me smiling so brightly\n\nmy romantic guy my heart flutters i fell in love with you\ni havenâ€™t felt such thing before you talk to me with smile\nmy romantic love youâ€™re better than expected\nyour dazzling smile wakes me up pitapat even on the tiring days\n\niâ€™ll have you i hope thereâ€™s only me who haves you\nthis thrilling feeling i think of that dizzy day ohì™€\ni burst out laughing again and again although iâ€™m watching a sad movie\nwhat kind of spells did you cast\n\ni feel like one day is too short because of you\ntime might get jealous youâ€™re romantic my love\n\nmy romantic guy my heart flutters i fell in love with you\ni havenâ€™t felt such thing before you talk to me with smile\nmy romantic love youâ€™re better than expected\nyour dazzling smile wakes me up pitapat even on the tiring days\n\ni donâ€™t want to miss this dreamlike time\ngod gave you\n\niâ€™ll get stuck in your arms\ntake my love\n\nyes i love you i love you you already know my mind\ni say to you shouting because iâ€™m not sure if you talk to me first\nthat i love you i love you more the words ringing in my ear\nwhat planet are you on iâ€™m so thankful to the planet because it sent you to me',Romantic
'saturdays i get into the club\nand it makes me wanna tell the dj \nturn it up\ni feel the energy all around\nand my body can not stop moving to the sound\n\nbut i can tell that you are watching me\nand you are probably gonna write what you didn not see\nwell i just need a little space to breathe\ncan you please respect my privacy\n\nwhy can not you just let me \ndo the things i wanna do\ni just wanna be me \ni don not understand why\nwould you wanna bring me down\ni am only having fun\ni wanna live my life\nlike i wanna do\ni am sick of being followed\ni am tired of people lying\nsaying what they want about me\nwhy can not they back up off me\nwhy can not they let me live\ni am gonna do it my way\ntake this for just what it is\n\nhere we are back up in the club\npeople taking pictures\ndon not you think they get enough\ni just wanna be all over the floor\nand throw my hands up in the air to a beat like whaaat\ni have gotta say respectfully\ni would like it if you take the cameras off of me\ncause i just want a little room to breathe\nplease respect my privacy\n\n\nwhy can not you just let me \ndo the things i wanna do\ni just wanna be me\ni don not understand why\nwould you wanna bring me down\ni am only having fun\ni wanna live my life\nlike i wanna do \n\n\ni am tired of rumors starting\ni am sick of being followed\ni am tired of people lying\nsaying what they want about me\nwhy can not they back up off me\nwhy can not they let me live\ni am gonna do it my way\ntake this for just what it is\n\ni just need to free my mind my mind\njust wanna dance and have a good time good time\n\ni am tired of rumors rumors\nfollowed followed followed followed followed followed\n\nwhat they follow me\nwhy can not they they they theytheythey let me live\n\ntake this for just what it is\n\n\ni am tired of rumors starting\ni am sick of being followed\ni am tired of people lying\nsaying what they want about me\nwhy can not they back up off me\nwhy can not they let me live\ni am gonna do it my way\ntake this for just what it is\n\ni am tired of rumors starting\ni am sick of being followed\ni am tired of people lying\nsaying what they want about me\nwhy can not they back up off me\nwhy can not they let me live\ni am gonna do it my way\ntake this for just what it is',Romantic
